Shape__Length,OBJECTID,Deaths,TotalPop,ZIPCode,Note,Shape__Area,Place,Cases
355282.663136038,"1","2","14872","27006",,1744189234.37061,Advance,"10"
195922.003442792,"2","0","2136","27007",,592499585.594238,Ararat,"1"
191244.647442635,"3","0","2937","27009",,618093097.011353,Belews Creek,"2"
316910.589814884,"4","0","5411","27011",,1489580093.86462,Boonville,"7"
255774.303165276,"5","0","28954","27012",,1176567385.86804,Clemmons,"19"
379169.285246239,"6","0","6495","27013",,2066336247.98627,Cleveland,"10"
22299.1178929161,"7","0","957","27014",,21479098.032959,Cooleemee,"0"
211061.413302456,"8","0","1682","27016",,1068209590.0686,Danbury,"0"
566348.974052304,"9","0","9499","27017",,2962951682.04883,Dobson,"5"
255811.974556888,"10","1","8221","27018",,2331567909.96985,East Bend,"8"
270248.259734795,"11","0","4234","27019",,977414017.819214,Germanton,"2"
316969.486887135,"12","0","6104","27020",,2114111622.36755,Hamptonville,"6"
210392.900707099,"13","0","17979","27021",,1469376476.14172,King,"3"
200803.000966771,"14","0","1512","27022",,918745327.278442,Lawsonville,"0"
183078.980128527,"15","1","12775","27023",,807172159.002075,Lewisville,"22"
278411.484773322,"16","0","2683","27024",,1265827411.39758,Lowgap,"2"
468723.596670606,"17","0","11117","27025",,2714649364.33142,Madison,"5"
172371.363079245,"18","0","4017","27027",,548179131.574585,Mayodan,"0"
567238.136149725,"19","0","28039","27028",,5475621774.30664,Mocksville,"22"
624989.724929863,"20","1","37641","27030",,4824085732.75671,Mount Airy,"18"
205025.773716105,"21","0","13150","27040",,763349953.536133,Pfafftown,"7"
324677.141569035,"22","0","8020","27041",,1629462738.40637,Pilot Mountain,"2"
113971.243586081,"23","0","720","27042",,290758639.069458,Pine Hall,"2"
395674.180712495,"24","0","6442","27043",,1935795027.06067,Pinnacle,"3"
154538.589918543,"25","0","9583","27045",,666085549.25769,Rural Hall,"5"
217125.573744555,"26","0","1953","27046",,1237681699.0647,Sandy Ridge,"0"
144984.839113672,"27","0","1279","27047",,576295820.815674,Siloam,"1"
325454.766660313,"28","0","8902","27048",,2355000804.03674,Stoneville,"5"
219088.1792708,"29","0","4084","27050",,703876500.567505,Tobaccoville,"1"
151066.808563308,"30","0","8287","27051",,524680317.775635,Walkertown,"7"
403203.611044297,"31","0","10061","27052",,2710320219.82117,Walnut Cove,"5"
413464.446930882,"32","0","3156","27053",,2152815477.55933,Westfield,"0"
201172.963339102,"33","0","2608","27054",,778193820.583862,Woodleaf,"1"
403366.492297811,"34","0","14521","27055",,3115987965.39453,Yadkinville,"24"
162957.922513792,"35","0","24321","27101",,356085731.400146,Winston Salem,"16"
146399.561156354,"36","1","36071","27103",,527249856.672729,Winston Salem,"46"
130394.134288752,"37","1","29383","27104",,337669863.683838,Winston Salem,"67"
208375.813794777,"38","0","40186","27105",,950547784.577881,Winston Salem,"33"
203893.681115083,"39","1","51378","27106",,787324720.967285,Winston Salem,"33"
319111.813640457,"40","1","52432","27107",,1859279716.41162,Winston Salem,"69"
213438.375685158,"41","0","38510","27127",,820319160.873047,Winston Salem,"36"
4216.57245655308,"42",,"5","27157",Population <500 and Cases <5,827769.094482422,Winston Salem,
188062.356665824,"43","1","21876","27203",,589408161.410522,Asheboro,"97"
588011.232518036,"44","2","34549","27205",,6255653514.79199,Asheboro,"64"
473699.237818467,"45","0","3806","27207",,2300194678.82397,Bear Creek,"11"
215638.108979383,"46","0","1691","27208",,1029479783.1405,Bennett,"7"
259108.004034657,"47","2","4151","27209",,1198089302.20734,Biscoe,"15"
277007.399750669,"48","0","1600","27212",,1328181375.12305,Blanch,"15"
324969.09283087,"49","1","11747","27214",,1414533235.94788,Browns Summit,"6"
298200.358945539,"50","3","44892","27215",,1827823774.30115,Burlington,"26"
513818.51476852,"51","1","39111","27217",,3473433663.33496,Burlington,"67"
367384.611313312,"52","0","4014","27229",,2747739848.89313,Candor,"6"
209108.769362036,"53","0","2048","27231",,987771348.581177,Cedar Grove,"0"
187154.002103638,"54","0","3647","27233",,703252829.253662,Climax,"1"
148521.339190303,"55","0","4575","27235",,380654027.583252,Colfax,"0"
429373.198159064,"56","0","9629","27239",,4319759872.9696,Denton,"11"
321391.030328654,"57","0","2668","27242",,1480408484.01825,Eagle Springs,"0"
311755.144165646,"58","0","4665","27243",,1142332751.10315,Efland,"7"
399696.340130384,"59","0","16259","27244",,1541989025.453,Elon,"2"
215710.992817749,"60","0","4835","27248",,942909114.352783,Franklinville,"10"
397477.611919868,"61","0","13355","27249",,1679803774.77087,Gibsonville,"5"
220926.147155476,"62","1","2264","27252",,1142470673.17163,Goldston,"4"
521476.969804176,"63","0","31464","27253",,2351372927.78931,Graham,"28"
312686.877842212,"64","0","7740","27258",,473631125.268677,Haw River,"5"
133229.878739789,"65","5","25696","27260",,348441568.963501,High Point,"91"
171087.864383377,"66","1","24764","27262",,368730084.700928,High Point,"35"
249658.228757679,"67","0","22320","27263",,1121512604.52234,High Point,"25"
307481.490778656,"68","4","50038","27265",,1172957282.41284,High Point,"69"
8251.66869064816,"69","0","1695","27268",,2495618.64758301,High Point,"1"
502574.675043234,"70","0","27181","27278",,2885765742.02771,Hillsborough,"32"
479969.724586593,"71","0","3710","27281",,2095606802.2608,Jackson Springs,"4"
168803.970950205,"72","0","16597","27282",,404066994.873657,Jamestown,"7"
161239.518798817,"73","0","2982","27283",,711286368.914917,Julian,"2"
420748.080109325,"74","1","56201","27284",,2233069317.10205,Kernersville,"31"
304615.616752016,"75","0","23585","27288",,1951079100.05676,Eden,"8"
314720.365319101,"76","0","1538","27291",,1492904663.44434,Leasburg,"1"
407599.9153408,"77","1","41465","27292",,4270233445.18579,Lexington,"28"
466742.919509857,"78","8","39191","27295",,3631502180.53174,Lexington,"72"
431527.987760385,"79","0","10440","27298",,2639148530.03284,Liberty,"21"
203597.604040365,"80","0","5254","27299",,822543412.257813,Linwood,"6"
287107.537324028,"81","2","10019","27301",,900133716.655151,Mc Leansville,"8"
644303.59427532,"82","0","32302","27302",,3198656461.27478,Mebane,"25"
263836.485514183,"83","1","1585","27305",,687167820.539429,Milton,"11"
426306.558627535,"84","0","5945","27306",,5305900334.83325,Mount Gilead,"7"
140986.043049622,"85","1","8562","27310",,526240082.103149,Oak Ridge,"6"
293760.993606137,"86","0","3220","27311",,1338371966.32642,Pelham,"0"
617961.777569281,"87","6","22205","27312",,5005768374.64233,Pittsboro,"88"
181619.740165306,"88","4","7288","27313",,760352714.59021,Pleasant Garden,"30"
162162.976448062,"89","0","1138","27314",,773578280.842896,Prospect Hill,"0"
179457.95829655,"90","0","2140","27315",,697810511.310425,Providence,"1"
278228.393914437,"91","1","7156","27316",,1975410509.03577,Ramseur,"36"
339539.515262609,"92","1","17851","27317",,1700826686.43616,Randleman,"32"
658218.836963247,"93","2","38894","27320",,6966725984.64832,Reidsville,"13"
409075.895347679,"94","0","7676","27325",,2401051783.47894,Robbins,"4"
359587.547530237,"95","0","3692","27326",,1884156536.74561,Ruffin,"5"
528161.840140257,"96","1","39529","27330",,6011213414.18433,Sanford,"181"
417113.164836099,"97","0","33549","27332",,2996782209.29614,Sanford,"80"
3852.87240074502,"98",,"34","27340",Population <500 and Cases <5,694758.987792969,Saxapahaw,
311632.157547413,"99","0","5820","27341",,2678433259.4787,Seagrove,"6"
348769.311430722,"100","0","1840","27343",,1390260353.39624,Semora,"1"
607903.308882544,"101","1","19290","27344",,4591228058.44531,Siler City,"290"
381750.490582419,"102","0","5850","27349",,1831279532.651,Snow Camp,"4"
204602.636460839,"103","0","7508","27350",,1066449848.573,Sophia,"2"
245160.332752788,"104","0","3196","27355",,1016358702.6969,Staley,"17"
348288.37985576,"105","0","3513","27356",,1815293543.21783,Star,"4"
223115.118835702,"106","1","8325","27357",,1273124268.28796,Stokesdale,"14"
323017.17605333,"107","1","15960","27358",,1557557662.14905,Summerfield,"8"
372395.85217249,"108","0","48331","27360",,2458732404.91687,Thomasville,"49"
344702.900725307,"109","0","14622","27370",,1663817222.16028,Trinity,"13"
473833.643450898,"110","0","7778","27371",,4076136455.00793,Troy,"6"
320932.333330313,"111","0","9884","27376",,1781050002.06519,West End,"7"
183024.518653502,"112","0","9597","27377",,736936774.92627,Whitsett,"11"
422550.665080929,"113","0","6057","27379",,2663338769.75159,Yanceyville,"6"
100334.769337553,"114","1","20221","27401",,171748092.127686,Greensboro,"17"
87465.254538865,"115","1","21278","27403",,159396286.028687,Greensboro,"14"
284328.526421691,"116","4","52510","27405",,886695637.391357,Greensboro,"55"
327705.317343953,"117","5","60755","27406",,1894160074.00403,Greensboro,"45"
227731.576408348,"118","5","49837","27407",,840498790.451172,Greensboro,"72"
80148.1616765212,"119","0","17406","27408",,221403500.549561,Greensboro,"9"
239783.02449594,"120","1","17953","27409",,603872824.646484,Greensboro,"11"
272309.563854046,"121","0","56968","27410",,859363574.914917,Greensboro,"22"
5860.23208289576,"122","0","847","27411",,713742.998291016,Greensboro,"0"
13054.7888333439,"123","0","1886","27412",,4771290.83532715,Greensboro,"0"
198282.860420201,"124","1","29197","27455",,816075696.678345,Greensboro,"15"
7774.18760349114,"125",,"13","27498",Population <500 and Cases <5,3369264.12316895,Greensboro,
329143.189780916,"126","1","21338","27501",,1683348454.90833,Angier,"19"
242725.298081049,"127","0","43747","27502",,840126405.51062,Apex,"31"
246183.053747647,"128","0","7222","27503",,1054708975.44934,Bahama,"6"
486262.181304732,"129","1","16320","27504",,2584462015.08862,Benson,"21"
320128.840505679,"130","0","7308","27505",,1509842573.20557,Broadway,"26"
266873.357504053,"131","0","2053","27507",,1354883649.98218,Bullock,"3"
114289.902416244,"132","0","2340","27508",,312599782.273071,Bunn,"3"
156294.942704551,"133","8","6935","27509",,507253453.414795,Butner,"115"
57867.6032694508,"134","0","14543","27510",,88705554.5671387,Carrboro,"17"
98702.6527265331,"135","0","34041","27511",,333520579.048462,Cary,"21"
162336.294574525,"136","0","49003","27513",,474399121.186279,Cary,"32"
190879.985276747,"137","11","32847","27514",,579057212.663452,Chapel Hill,"61"
438904.079251583,"138","3","44117","27516",,2564236091.9281,Chapel Hill,"40"
299162.993678501,"139","0","28831","27517",,1520140847.99951,Chapel Hill,"41"
130741.025823352,"140","0","22765","27518",,262665807.612671,Cary,"13"
166930.324843009,"141","1","59960","27519",,609072010.422363,Cary,"32"
374945.851452289,"142","14","43958","27520",,1962402119.35425,Clayton,"80"
174373.299688566,"143","0","7149","27521",,721041350.168091,Coats,"6"
361578.814896965,"144","0","13652","27522",,2172960809.67273,Creedmoor,"20"
294058.887697931,"145","0","12782","27523",,1210964088.06177,Apex,"6"
530912.577014993,"146","0","13532","27524",,3831785222.9375,Four Oaks,"7"
421324.476104612,"147","0","15534","27525",,2660281050.9928,Franklinton,"10"
460586.982042285,"148","0","54027","27526",,2787678657.25134,Fuquay Varina,"24"
213730.175971786,"149","0","30234","27527",,1261348608.45837,Clayton,"17"
336033.618547781,"150","0","53854","27529",,1666161335.17407,Garner,"29"
449856.425263796,"151","4","40212","27530",,2938137113.36951,Goldsboro,"517"
71472.4653387501,"152","0","666","27531",,123956304.007813,Goldsboro,"0"
394454.137280507,"153","0","31819","27534",,1995982542.31616,Goldsboro,"62"
148817.062353839,"154","9","16459","27536",,359552678.037964,Henderson,"103"
795404.906342347,"155","3","25321","27537",,5545289733.50195,Henderson,"55"
335082.894750929,"156","1","26567","27539",,805959451.628174,Apex,"16"
339054.617126206,"157","0","39075","27540",,1299006108.57275,Holly Springs,"19"
328579.598479954,"158","0","4044","27541",,1979862536.66309,Hurdle Mills,"2"
366253.348192187,"159","0","10043","27542",,2499059670.1123,Kenly,"6"
322022.503716068,"160","0","4291","27544",,1645813165.28467,Kittrell,"3"
219250.012614228,"161","11","30327","27545",,885541868.759766,Knightdale,"75"
510775.88711738,"162","10","22436","27546",,3433026188.83105,Lillington,"83"
817297.028533168,"163","20","25224","27549",,6636124442.18066,Louisburg,"74"
402849.299843211,"164","0","2205","27551",,2443966870.98499,Macon,"1"
217969.561788749,"165","0","2030","27553",,1245206626.07959,Manson,"5"
63490.7222823736,"166",,"298","27556",Population <500 and Cases <5,67850312.0914307,Middleburg,
338861.342265204,"167","0","9214","27557",,2046463550.40088,Middlesex,"2"
366837.077035256,"168","0","2874","27559",,1458825370.29968,Moncure,"0"
268297.11970144,"169","0","33691","27560",,794384947.373291,Morrisville,"19"
349507.762295745,"170","0","2791","27562",,1862081556.93738,New Hill,"1"
412640.540954252,"171","0","5312","27563",,1943381370.69177,Norlina,"10"
826827.222809142,"172","0","26057","27565",,9219811779.9552,Oxford,"38"
313917.550563748,"173","0","8984","27569",,2107084820.73511,Princeton,"9"
94251.9264704589,"174","0","7385","27571",,149121249.193359,Rolesville,"4"
397658.617230022,"175","0","7316","27572",,3003228111.9873,Rougemont,"3"
219611.309648669,"176","1","11561","27573",,501787874.430542,Roxboro,"13"
691755.452465683,"177","0","15232","27574",,5527133817.3114,Roxboro,"9"
339571.106645256,"178","1","20197","27576",,2407427117.65723,Selma,"21"
416726.966278934,"179","0","25214","27577",,2877290650.99841,Smithfield,"21"
246789.101888964,"180","0","3956","27581",,1038615853.81189,Stem,"6"
326956.719649922,"181","0","7012","27583",,1327957318.65857,Timberlake,"9"
700749.84181148,"182","3","74087","27587",,3132804734.81897,Wake Forest,"52"
626837.217934379,"183","0","8312","27589",,4790731000.68542,Warrenton,"2"
380727.392057269,"184","0","23448","27591",,1913446220.02844,Wendell,"22"
312475.180771683,"185","0","17368","27592",,1090932847.86865,Willow Spring,"24"
344366.073155402,"186","0","18655","27596",,1519151285.28821,Youngsville,"16"
568385.67904248,"187","1","25494","27597",,3191967656.80884,Zebulon,"22"
15555.1510255833,"188",,"0","27599",Population <500 and Cases <5,4275416.30163574,Chapel Hill,
41226.7428180515,"189","0","12139","27601",,49970514.2080078,Raleigh,"18"
346107.072534996,"190","0","55479","27603",,1420350588.63403,Raleigh,"47"
194088.121184431,"191","1","47645","27604",,550434833.049927,Raleigh,"62"
26465.2700663817,"192","0","5253","27605",,26954475.7900391,Raleigh,"4"
267151.497057326,"193","0","47938","27606",,750229681.939209,Raleigh,"32"
200611.380547666,"194","0","30296","27607",,519162282.902344,Raleigh,"15"
55583.7467967219,"195","0","11603","27608",,91889809.9622803,Raleigh,"6"
95880.163026763,"196","1","38631","27609",,310136046.756592,Raleigh,"42"
327751.489063642,"197","5","74203","27610",,1211166911.84558,Raleigh,"226"
164483.082879678,"198","2","39208","27612",,428868509.332275,Raleigh,"24"
184431.643996557,"199","0","46521","27613",,675406849.409912,Raleigh,"23"
218912.319813944,"200","0","37689","27614",,829063194.918701,Raleigh,"22"
134192.839940925,"201","0","46038","27615",,525952454.993774,Raleigh,"33"
201092.505637391,"202","1","55260","27616",,646426991.218628,Raleigh,"61"
125016.743498849,"203","0","19511","27617",,230483847.672241,Raleigh,"18"
89264.6755119977,"204","1","26489","27701",,147212202.097778,Durham,"29"
349864.156739061,"205","2","61351","27703",,1376809528.09961,Durham,"83"
279407.953507315,"206","1","39369","27704",,1307759376.10449,Durham,"107"
288440.086812307,"207","27","48078","27705",,1155101566.94189,Durham,"262"
6816.757693542,"208",,"10","27706",Population <500 and Cases <5,1281872.18347168,Durham,
228660.826032165,"209","1","47036","27707",,551326002.510864,Durham,"89"
39624.2440738689,"210","0","4635","27708",,24140532.868042,Durham,"0"
93465.8554704913,"211",,"4","27709",Population <500 and Cases <5,166810196.870483,Durham,
9509.21127183631,"212",,"0","27710",Population <500 and Cases <5,3645590.83996582,Durham,
25227.7794868175,"213",,"62","27711",Population <500 and Cases <5,11690491.0200195,Durham,
239427.124284805,"214","13","22055","27712",,952678558.948486,Durham,"63"
186930.768828538,"215","2","53996","27713",,1004016276.63342,Durham,"72"
298032.749540483,"216","1","21556","27801",,1947625744.14368,Rocky Mount,"27"
314786.382274833,"217","2","22337","27803",,1209689022.16736,Rocky Mount,"28"
237805.719395058,"218","0","29160","27804",,1207912397.80139,Rocky Mount,"53"
427031.57804176,"219","0","3769","27805",,3260348789.01416,Aulander,"5"
575449.481817415,"220","0","2441","27806",,3806890944.80762,Aurora,"1"
266050.599193056,"221","0","6940","27807",,1393278091.89233,Bailey,"6"
320371.987641635,"222","0","2481","27808",,1375581489.5946,Bath,"2"
418206.140952668,"223","1","5254","27809",,2127311815.53979,Battleboro,"22"
863428.562860574,"224","0","4224","27810",,5320714553.85889,Belhaven,"0"
307599.92172387,"225","0","2951","27812",,1796512894.90283,Bethel,"2"
21851.3845296183,"226","0","687","27813",,17954681.8726807,Black Creek,"2"
349050.345630614,"227","0","1801","27814",,2084052221.88855,Blounts Creek,"1"
269780.663460198,"228","0","2634","27816",,1727056405.90051,Castalia,"2"
441922.251479678,"229","0","7777","27817",,3011254799.10022,Chocowinity,"4"
291672.91933713,"230","0","1269","27818",,1775223218.97412,Como,"2"
300570.413456991,"231","1","3292","27820",,1787180209.86865,Conway,"12"
102716.617789089,"232",,"343","27821",Population <500 and Cases <5,180879118.265869,Edward,
500329.938801193,"233","1","9119","27822",,2421416079.34338,Elm City,"15"
591795.38238411,"234","0","7812","27823",,5279947738.18738,Enfield,"15"
766498.765242208,"235","0","1540","27824",,5755622445.56714,Engelhard,"0"
681909.128335756,"236","0","1245","27826",,5502010014.61365,Fairfield,"0"
12365.1347191574,"237",,"99","27827",Population <500 and Cases <5,6818760.54968262,Falkland,
304535.643741104,"238","0","9031","27828",,1954373169.79175,Farmville,"8"
276952.810668188,"239","0","1872","27829",,1242859232.87109,Fountain,"3"
301522.072838785,"240","0","4858","27830",,1661392631.86707,Fremont,"6"
369102.732751728,"241","0","3588","27831",,1733783751.73071,Garysburg,"6"
217897.088475999,"242","0","2912","27832",,1029571544.94922,Gaston,"18"
890421.476518531,"243","0","57505","27834",,5082356628.8689,Greenville,"70"
462288.004070908,"244","0","6506","27837",,1710764546.60681,Grimesland,"3"
454921.143892168,"245","0","3702","27839",,3728459644.54443,Halifax,"3"
59155.8177418193,"246","0","535","27840",,127567387.286499,Hamilton,"2"
12505.2057352129,"247",,"84","27841",Population <500 and Cases <5,5972995.94189453,Hassell,
116849.514846702,"248","0","1436","27842",,414285932.678223,Henrico,"2"
232329.162988765,"249","0","946","27843",,1458584246.23853,Hobgood,"0"
274076.283965929,"250","0","3039","27844",,1251113401.94934,Hollister,"9"
416912.567186113,"251","0","2841","27845",,2842001076.66528,Jackson,"3"
442133.927899832,"252","0","3069","27846",,3050744149.28796,Jamesville,"0"
265580.578438826,"253","0","1071","27847",,1048559305.60547,Kelford,"1"
367759.436044124,"254","0","1483","27849",,2062202839.65674,Lewiston Woodville,"1"
570792.398502674,"255","0","7413","27850",,5554617534.52942,Littleton,"3"
200836.347936783,"256","0","5595","27851",,1253082833.57764,Lucama,"13"
268041.951522527,"257","0","3454","27852",,1418996205.83582,Macclesfield,"9"
233986.055045062,"258",,"436","27853",Population <500 and Cases <5,1061331085.73535,Margarettsville,
246550.621363096,"259","1","6105","27855",,1379257056.24951,Murfreesboro,"8"
508647.139191863,"260","1","17301","27856",,3696764195.94336,Nashville,"19"
354763.313675516,"261","0","1601","27857",,2180191629.70935,Oak City,"0"
